x,y
373966.7,1490464
373909.4,1490518
373869.6,1490562
373806,1490610
373732.7,1490627
373650.2,1490603
373617.4,1490558
373600.7,1490470
373657.7,1490358
373742.6,1490261
373805.1,1490184
373781.9,1490080
373737.3,1490036
373650.5,1489973
373618.7,1489903
373611.7,1489820
373632.9,1489735
373670.8,1489696
373718.2,1489674
373798.1,1489642
373883.6,1489592
373949.2,1489531
373974.9,1489468
373955.2,1489407
373919.3,1489353
373833.5,1489323
373731.8,1489311
373667.9,1489328
373601,1489404
373560.4,1489491
373539.1,1489551
373507.9,1489615
373444.4,1489663
373352.5,1489706
373257.4,1489726
373164.3,1489730
373065.7,1489711
373001.8,1489684
372922.5,1489656
372795,1489695
372724.7,1489734
372621,1489770
372490.2,1489787
372388.3,1489782
372263.7,1489776
372198.9,1489784
372137.3,1489790
372057.3,1489826
371965.4,1489862
371863.8,1489897
371780.5,1489928
371657.5,1489982
371530,1490037
371406.7,1490061
371288.8,1490078
371186.8,1490057
371113.3,1490026
371039.3,1489972
370968.5,1489906
370927.1,1489811
370910.2,1489681
370946.3,1489560
370996.7,1489451
371036.7,1489203
371041.3,1489012
371014.5,1488853
370945.4,1488708
370843.2,1488572
370753,1488534
370644.6,1488516
370536.3,1488496
370386.8,1488496
370249.2,1488492
370150.9,1488502
370085,1488522
370014.8,1488563
370054.1,1488653
370085.8,1488680
370149.8,1488715
370264.9,1488787
370338.8,1488847
370476.9,1488969
370544.5,1489064
370605.6,1489162
370625.3,1489229
370610.8,1489325
370579.9,1489424
370551,1489503
370520.1,1489602
370482.5,1489710
370499.2,1489787
370561.4,1489885
370558.7,1489974
370549.3,1490054
370514.9,1490124
370467.8,1490172
370429.9,1490214
370338.1,1490262
370258,1490298
370163.1,1490344
370049.7,1490373
369956.6,1490390
369868,1490400
369810.5,1490401
369676.2,1490396
369559.4,1490398
369441.2,1490379
369344.8,1490348
369252.7,1490308
369159.3,1490254
369067,1490207
368948.8,1490164
368820.8,1490140
368706.1,1490164
368633.8,1490196
368567,1490257
368466.8,1490363
368365.8,1490450
368241.8,1490569
368226.8,1490648
368236.9,1490682
368253.3,1490734
368224.2,1490732
368138.4,1490716
368058.4,1490720
367976.2,1490746
367861.3,1490722
367794,1490675
367754.8,1490628
367710.1,1490555
367659,1490501
367611.1,1490476
367534.2,1490467
367460.8,1490474
367409.9,1490491
367368.8,1490510
367331,1490530
367308.4,1490564
367296.8,1490603
367287.4,1490654
367313.6,1490708
367384.1,1490764
367457,1490815
367547.4,1490893
367634.5,1491006
367705.4,1491140
367776.5,1491286
367825.9,1491435
367869.2,1491622
367907.5,1491752
367960.6,1491936
367993.4,1492047
367996.1,1492125
367997.4,1492174
367982.8,1492279
367968.1,1492374
367937.3,1492498
367905.3,1492566
367855.9,1492681
367828.4,1492754
367761.4,1492848
367676.3,1492918
367599.6,1492954
367530.5,1492992
367457,1493003
367383.4,1492988
367307.2,1492922
367248.3,1492817
367209.8,1492690
367139.1,1492634
367042.9,1492648
366993,1492658
366964.1,1492674
366919.8,1492702
366872.1,1492694
,
559525.8,1495557
559611.6,1495464
559688.6,1495381
559818.9,1495226
559988.1,1494984
560193.2,1494762
560525.2,1494369
560806.4,1493988
560975.9,1493756
561423.1,1493122
561612.1,1492784
561727.4,1492590
561883.8,1492317
561970.9,1492111
562073.1,1491892
562155.7,1491724
562200.4,1491577
562226.8,1491456
562223.5,1491412
562316.7,1491403
562503.9,1491400
562819.9,1491392
563195.5,1491389
563533.4,1491346
563896.2,1491257
564209.1,1491179
564486.3,1491109
564619.4,1491078
564770.1,1491044
565044.1,1490946
565369.1,1490829
565729.9,1490683
566061.4,1490516
566345.5,1490380
566722.7,1490155
566993.6,1490010
567325.3,1489829
567619.1,1489633
567803.3,1489517
568026.8,1489376
568387.7,1489174
568572.9,1489060
568840.8,1488902
569108.5,1488744
569440.4,1488560
569692.8,1488424
570047.2,1488256
570331.1,1488111
570525.3,1487997
570828.7,1487839
571014.2,1487744
571262.4,1487624
571524.6,1487501
571785.9,1487381
572038.3,1487270
572292.9,1487172
572411.1,1487147
572627.6,1487148
572829.9,1487188
572857,1487194
573223.6,1487318
573529.8,1487399
573566.5,1487408
574038.3,1487473
574318.4,1487540
574642.9,1487650
575114.6,1487725
575337.4,1487773
575496.6,1487789
575742.1,1487832
575917.4,1487867
576047.2,1487880
576465,1487932
576968.1,1487992
577274.3,1488036
577815.4,1488118
578187.6,1488161
578640,1488194
579079.4,1488208
579698.4,1488248
579770.9,1488267
579926.8,1488281
580134.5,1488310
580449.3,1488352
580627.9,1488363
580994.9,1488379
581188.6,1488383
581347.6,1488406
581440.4,1488489
581560.2,1488598
581630.3,1488725
581719.8,1488824
581826.4,1488981
581849.1,1489016
582026.8,1489330
582241.3,1489611
582271.5,1489650
582321,1489747
,
434650.9,1487035
434978.1,1487193
435112.7,1487276
435193.7,1487329
435223.2,1487348
435372.8,1487443
435803.3,1487793
436182.4,1488313
436283.4,1488495
436359.6,1488692
436427.1,1488863
436519.7,1489098
436573.4,1489361
436643.9,1489861
436656.3,1490106
436684.9,1490229
436694.8,1490388
436701.7,1490531
436735.9,1490789
436764.6,1491043
436796.5,1491243
436826.1,1491389
436835.1,1491548
436857.2,1491723
436895.6,1491946
436947.1,1492175
436985.6,1492420
437058.5,1492601
437284.6,1493029
437380.1,1493178
437517,1493420
437640.9,1493591
437733.1,1493686
437810,1493776
437879.5,1493865
437953.2,1493938
438017.2,1493972
438055.2,1493992
438293.3,1494052
438452.5,1494071
438693.8,1494067
439069.2,1494038
439349.6,1494034
439623.4,1494034
439862.5,1494024
439946.9,1494025
440097.4,1494027
441901.4,1493589
442111.1,1493468
442706.6,1493070
442855.5,1492905
442973.4,1492796
443142.8,1492621
443342.8,1492443
443591.2,1492211
443826.7,1492052
444218,1491825
444481.7,1491660
444673.1,1491536
444787.5,1491462
444997.4,1491357
445538.1,1491128
445916.6,1490974
446139.3,1490895
446317.8,1490838
446569.9,1490803
446896.9,1490814
447059.2,1490815
447103.5,1490824
447339.4,1490874
447673.1,1490998
447946,1491078
,
425355.3,1488918
425438,1489084
425546.9,1489287
425642.5,1489421
425807.5,1489618
425884.8,1489742
426015.2,1489910
426129.1,1490072
426265.8,1490199
426407.1,1490361
426562.2,1490498
426690.1,1490582
426801.8,1490662
426928.8,1490732
427011.2,1490788
427157.5,1490900
427298.5,1490976
427434.9,1490970
427517.9,1490912
427632.4,1490816
427921.9,1490584
428162.9,1490418
428445.8,1490210
428723.5,1490019
429070.2,1489768
429292.7,1489583
429413.6,1489459
429508.5,1489354
429594.8,1489214
429671.2,1489041
429782.4,1488924
429921.6,1488788
430026.4,1488676
430071.8,1488628
430253.2,1488453
430398.8,1488300
430558.6,1488109
430625.5,1488036
430666.6,1487992
430825.1,1487823
431009.8,1487638
431130.8,1487546
431255,1487447
431436.5,1487304
431514.3,1487233
431588.8,1487166
431776.8,1487052
431913.1,1486968
432072,1486902
432117.4,1486883
432298,1486796
432712.3,1486675
432963.2,1486636
433094.2,1486617
433240.2,1486598
433450.2,1486588
433577,1486597
433660.4,1486604
433775.1,1486639
433921.4,1486698
434015.8,1486722
434108.8,1486746
434271.4,1486800
434366.7,1486854
434504.4,1486923
434650.9,1487035
,
391526.5,1487970
391585.1,1488018
391560.4,1487852
391543.7,1487693
391645.8,1487499
391829.2,1487356
392020.2,1487224
392198.4,1487097
392353.6,1486944
392487.3,1486823
392757.8,1486786
393177.6,1486732
393549.9,1486689
393951.4,1486627
394167.8,1486602
394453.5,1486582
394772.8,1486552
395150.7,1486567
395418.1,1486581
395619.6,1486638
395841.8,1486698
396119.2,1486770
396248.2,1486796
396306.6,1486808
396554.7,1486858
396743.5,1486911
396812.7,1486931
397038.2,1486961
397266.6,1486991
397367.3,1487005
397662.9,1487033
397899,1487048
398093,1487071
398181.8,1487083
398518.5,1487117
398539,1487119
398813.1,1487150
399248.4,1487197
399640.4,1487221
399962,1487198
400260.5,1487147
400547,1487044
400833.6,1486970
401043.3,1486896
401330.1,1486851
401498.8,1486802
401705.5,1486786
401864.6,1486770
402020.5,1486795
402119.2,1486852
402163.9,1486940
402107.2,1487093
402011.2,1487202
401929.4,1487310
401913.3,1487358
401939.3,1487341
402046.2,1487304
402237.5,1487211
402416,1487185
402590.4,1487213
402769.2,1487286
402969.9,1487355
403211.4,1487440
403438.2,1487544
403778.7,1487734
404110.5,1487882
404406.6,1488047
404814.2,1488202
405202.3,1488338
405645.4,1488458
405951.2,1488577
406192.6,1488628
406422.4,1488690
406765.8,1488750
406946.6,1488804
407173.2,1488838
407358.2,1488853
407424.3,1488866
407583.4,1488872
407742.6,1488872
407777.3,1488868
408022.9,1488840
408252.1,1488781
408401.2,1488737
408709.7,1488662
408809,1488637
409097.9,1488583
409312.1,1488518
409715.4,1488403
409807.4,1488380
409931.7,1488348
410495.2,1488166
410755.8,1488114
411128,1488021
411209.1,1488005
,
411209.1,1488005
411557.5,1487944
411872.3,1487889
412140.5,1487840
412308.3,1487834
412467.4,1487817
412549.7,1487808
412636.1,1487798
412830.7,1487731
413027.5,1487635
413141.9,1487543
413285.7,1487463
413447.9,1487428
413616.8,1487436
413784.7,1487436
413937.3,1487467
414024.1,1487518
414298.1,1487527
414383.6,1487546
414552.6,1487580
414835.2,1487628
414966.3,1487656
415376.9,1487713
415532.8,1487748
415666,1487778
415959.5,1487826
416318.9,1487863
416599.5,1487922
416929.8,1487973
417197.4,1488004
417515.8,1488061
417633.9,1488105
417764.1,1488191
417792.3,1488215
417843.2,1488260
417999.4,1488314
418363.3,1488411
418774,1488522
419124,1488627
419588.6,1488720
419846.4,1488771
420027.2,1488809
420154,1488839
420256.8,1488852
420495.3,1488967
420782.8,1489164
420934.8,1489316
421225.5,1489544
421362.3,1489684
421518.5,1489820
421855.8,1490074
422081.7,1490277
422330.1,1490470
422549.4,1490692
422695.8,1490832
422983.3,1491060
423100.6,1491174
423246.9,1491269
423355.4,1491348
423508.4,1491456
423638.4,1491545
423784.8,1491631
423988.7,1491751
424144.7,1491824
424358.1,1491891
424499.1,1491931
424600.8,1491953
424765.3,1491979
424975.4,1492038
425144.5,1492095
425354.7,1492171
425456.5,1492238
425548.7,1492308
425631.4,1492404
425720.3,1492539
425784.6,1492658
425822.9,1492825
425670.4,1492787
425574.8,1492689
425444,1492781
425463.9,1492890
425456.6,1492991
425441.7,1493096
425374.7,1493185
425212.7,1493262
425127.2,1493295
425088.4,1493310
424989.1,1493405
424935.3,1493546
424983.5,1493707
425051.9,1493783
425106.1,1493801
425147.1,1493814
425203.5,1493818
425252.1,1493822
425310.8,1493836
425234.8,1493758
425139.3,1493730
425033.9,1493571
425097.6,1493476
425256.2,1493389
425374.3,1493366
425485.6,1493329
425585,1493255
425596.6,1493154
425584.3,1492998
425736.6,1492940
425804.2,1493067
425940.6,1493057
425962.7,1492847
425953.4,1492610
426077.5,1492520
426290,1492656
426573.6,1492684
427241.4,1492648
427554.1,1492647
428052.9,1492605
428670.7,1492540
429164,1492501
429717.9,1492355
430191.6,1492223
430481.3,1492073
430785.8,1491860
431027.7,1491615
431320.3,1491360
431645.2,1491048
431883.8,1490774
432140.8,1490513
432338.2,1490306
432513,1490106
432710.6,1489883
432959,1489669
433197.7,1489481
433492.8,1489328
433664.8,1489261
433824,1489293
433900.2,1489461
433910.5,1489658
434050.6,1489887
434244.8,1490087
434388,1490262
434528.2,1490436
434689.8,1490601
434900.5,1490840
435005.1,1491157
435057,1491592
435145.3,1491865
435189.9,1491999
435302.1,1492202
435404.1,1492343
435534.2,1492456
435738.2,1492637
435944.3,1492835
436225.3,1493098
436422.7,1493336
436556.3,1493498
436762.2,1493685
436928.2,1493866
436965.2,1493899
437058.4,1493983
437283.9,1494165
437303.5,1494171
437492.1,1494285
437699,1494405
437796.7,1494464
437857.2,1494500
438001.3,1494574
438226.6,1494690
438513.7,1494798
438765,1494885
438780.2,1494890
439121.3,1494991
439750.9,1494912
440049.5,1494904
440223.9,1494908
440323.3,1494910
440711.9,1494919
441074.2,1494888
441577.2,1494801
441888.8,1494746
442191.7,1494686
442480.5,1494587
442735.7,1494491
442983,1494248
443155.6,1494020
443356.3,1493766
443368.1,1493750
443549.8,1493597
443775.4,1493428
444010.9,1493196
444148.1,1493043
444316.4,1492754
444466,1492452
444583.7,1492285
444778.1,1492108
445019.2,1491952
445300.2,1491817
445573.8,1491677
445764.1,1491595
445955.6,1491505
446145.8,1491432
446346.9,1491384
446547.3,1491396
446760.6,1491425
446998.8,1491521
447285.8,1491615
447501.3,1491717
447592.3,1491760
447717.9,1491819
448007.1,1491907
448271.4,1492015
448593.2,1492154
448699.4,1492206
448914.9,1492313
449258.2,1492450
449668.7,1492573
449687.2,1492578
450002.2,1492658
450155.8,1492702
450289.1,1492722
450543.4,1492731
450759.8,1492714
450990.2,1492678
451456.6,1492584
451671.7,1492497
451810.2,1492440
452013.5,1492330
452488.1,1492052
452723.6,1491865
452888.8,1491702
452920.2,1491671
453050.9,1491489
453194.5,1491260
453318.4,1491038
453458.9,1490821
453618.4,1490532
453760.9,1490309
453932.6,1490069
453968.3,1490020
454115.1,1489838
454290.1,1489591
454455.3,1489371
454604.3,1489183
454770.7,1488996
454945.8,1488789
455152.2,1488598
455374.8,1488413
455541.1,1488280
455757.5,1488130
455947.7,1488025
455990,1488003
456320.9,1487809
456651.8,1487615
456941.5,1487458
457141.7,1487366
457472.7,1487204
457657.6,1487124
457839.3,1487064
458100.2,1486959
458363.9,1486850
458644.2,1486739
458965.6,1486631
459354,1486517
459525.9,1486452
459761.8,1486367
459984.7,1486300
460168.7,1486246
460334.2,1486191
460474.8,1486135
460617.6,1486089
460764.8,1486048
460897.9,1486036
461025.7,1486042
461145.9,1486083
461247.8,1486143
461407.1,1486267
461534,1486452
461809.4,1486866
462001.6,1487214
462110.2,1487366
462192.6,1487513
462278.2,1487646
462304.3,1487699
462345.5,1487780
462427.9,1487939
462507.2,1488066
462589.6,1488164
462694.7,1488250
462831.2,1488342
462978.7,1488418
463079.2,1488463
463248.2,1488510
463417.1,1488583
463614.2,1488676
463763.7,1488752
463939.2,1488844
464097.3,1488911
464231.6,1488975
464435.2,1489082
464625.9,1489181
464873.8,1489282
465064.5,1489335
465174.8,1489377
465349.1,1489379
465559.1,1489393
465695.5,1489418
465719.4,1489423
465797.2,1489484
465925.2,1489511
466046.3,1489545
466247.8,1489612
466557.5,1489710
466826,1489825
466999.3,1489929
467102.3,1490020
467131.7,1490121
467132.8,1490245
467148.2,1490486
467242.8,1490734
467272.4,1491115
467299.8,1491318
467308.8,1491538
467283,1491741
467288.8,1492091
467276.2,1492390
467199.6,1492633
467051.7,1492847
466913.2,1492976
466809.5,1493079
466549.9,1493218
466384.4,1493294
466172.5,1493350
465908.3,1493375
465724.5,1493376
465674.6,1493381
465645.4,1493384
465579.4,1493384
465497.2,1493377
465412.9,1493379
465349.9,1493378
465213.8,1493397
465160.7,1493400
465069.8,1493437
465034.2,1493437
464948.6,1493443
464761.5,1493459
464529.8,1493488
464220.3,1493539
463956.5,1493580
463727.1,1493644
463466.4,1493688
463266.2,1493757
463196,1493780
462915.8,1493869
462674.6,1493956
462499.4,1494051
462286.5,1494162
462028.1,1494334
461773,1494554
461550.2,1494703
461417.3,1494847
461323.4,1495015
461284.4,1495013
461246.6,1495057
461189.4,1495124
461103.1,1495239
460976.8,1495414
460846,1495560
460817.9,1495599
460712.1,1495750
460622.5,1495912
460537.2,1496039
460422.7,1496192
460297.5,1496392
460218.7,1496533
460109.8,1496771
460100.1,1496798
460030.1,1496993
459942.6,1497168
459942.7,1497200
459929.8,1497263
459910.4,1497327
459875.9,1497416
459830.7,1497524
459799.4,1497629
459772.6,1497709
459715.3,1497840
459670.2,1497982
459572.2,1498297
459536.8,1498463
459460.4,1498743
459428.2,1498965
459422.1,1499152
459383.4,1499355
459380.6,1499547
459384,1499740
459348.1,1500291
459373.3,1500475
459376.9,1500799
459395.7,1501073
459373.4,1501404
459389.1,1501619
459407.7,1501848
459421,1502077
459433.6,1502421
459436.2,1502825
459448.6,1503059
459441.7,1503536
459442.1,1503756
459447.8,1503997
459445.1,1504290
459432.4,1504426
459442.2,1504531
459441.2,1504640
459444.7,1504722
459416.5,1504770
459435.3,1504979
459449.5,1505128
459457.2,1505204
459502.1,1505538
459575.2,1505904
459707.7,1506305
459772.1,1506603
459788.5,1506719
,
391526.5,1487970
391461.2,1487922
391407.7,1487817
391384.2,1487627
391400,1487513
391463.5,1487386
391567.8,1487284
391731.1,1487203
392260.8,1486753
392261.4,1486645
392159.3,1486521
391962.1,1486497
391757.4,1486491
391506.3,1486514
391238.9,1486527
390965.1,1486528
390636.9,1486516
390613.2,1486514
390310,1486492
389975.2,1486448
389781.2,1486402
389656.6,1486341
389316.2,1486288
389022.6,1486227
388761.6,1486198
388526.7,1486192
388236.6,1486203
388001.8,1486242
387756.1,1486268
387559.2,1486285
387173.9,1486318
386753.8,1486338
386343.6,1486333
386063,1486299
385607.9,1486228
385254.1,1486232
385030.8,1486188
384773.5,1486284
384736.2,1486386
384710.7,1486500
384669.2,1486695
384615.7,1486813
384593.6,1486972
384559.1,1487021
384530.1,1487061
384418.2,1486985
384259.2,1487011
384141.8,1487136
384018.1,1487295
383945.8,1487369
383844.3,1487417
383665.6,1487436
383553.9,1487434
383414.3,1487409
383261.5,1487345
383079.3,1487276
382939.5,1487219
382757.3,1487163
382573.1,1487138
382379.2,1487144
382210.6,1487196
382073.4,1487261
381927.6,1487324
381796.9,1487401
381679.2,1487462
381580.9,1487510
381443.4,1487524
381319.8,1487499
381173.5,1487466
381065.2,1487448
380903.8,1487401
380859.4,1487387
380814.8,1487372
380755.3,1487352
380639.2,1487312
380452.7,1487227
380339.8,1487144
380310.3,1487122
380232.2,1487055
380126.4,1486926
380017.8,1486838
379933.1,1486772
379826.8,1486750
379787.8,1486741
379589.9,1486760
379299.8,1486788
379239.2,1486802
379106.2,1486834
378924.5,1486905
378765.9,1486994
378716.1,1487027
378588.9,1487113
378443.2,1487218
378294.2,1487312
378164.6,1487380
378069.7,1487435
377945.2,1487462
377840.7,1487530
377765.1,1487581
377691.6,1487642
377601.5,1487812
377548,1487965
377523.7,1488058
377505.7,1488163
377496.4,1488252
377478.4,1488379
377501.9,1488512
377576.4,1488711
377628.8,1488804
377696.5,1488936
377709.8,1488992
377739.4,1489114
377785.8,1489321
377793.3,1489489
377785.3,1489638
377754.6,1489791
377717.3,1489970
377680.1,1490081
377637.4,1490251
377574.3,1490397
377493.2,1490640
377481.8,1490738
377441.1,1490850
377390.8,1490950
377303.7,1491103
377233.8,1491183
377135.8,1491295
377044.1,1491378
376949.4,1491526
376900,1491594
376926.8,1491733
376952,1491806
376994.5,1491878
377062,1491961
377094.8,1492014
377116.3,1492033
377187,1492090
377369.4,1492203
377510.5,1492274
377648,1492308
377791.1,1492352
377994.8,1492407
378132.4,1492421
378361.8,1492416
378698.2,1492355
378962.1,1492299
379061.6,1492263
379255,1492211
379448.7,1492167
379614.2,1492144
379747.2,1492132
379842.4,1492113
379974.5,1492109
380115.2,1492108
380284.3,1492167
380396,1492210
380548.8,1492270
380675.8,1492329
380691.9,1492340
380803.8,1492419
380877.9,1492506
380935.6,1492563
380987.6,1492615
381048.6,1492701
381111.8,1492777
381175.8,1492837
381256.4,1492931
381320.8,1493007
381391.6,1493096
381509.2,1493274
381639.8,1493442
381745.4,1493569
381854.3,1493747
381940.8,1493957
382027,1494134
382100.2,1494299
382164,1494490
382235.2,1494696
382261,1494905
382296.8,1495125
382300.5,1495297
382299.9,1495385
382303.7,1495482
382266.1,1495580
382212.4,1495656
382109.9,1495737
381982.7,1495822
381881,1495852
381793.5,1495862
381608.2,1495846
381473.8,1495815
381299.4,1495755
381104.4,1495711
380971.2,1495676
380954.9,1495671
380906.1,1495656
380720.8,1495609
380591.9,1495581
380394.8,1495595
380296.8,1495652
380237.9,1495798
380221.5,1496005
380286.1,1496195
380374.4,1496326
380536.5,1496526
380674.9,1496729
380805.5,1496891
380962.9,1496988
380987.9,1496999
381023.7,1497034
381071.7,1497110
381114.6,1497288
381125.4,1497496
381097.8,1497622
381025.8,1497717
380954.5,1497755
380921,1497794
380856.6,1497880
380799.7,1497964
380738.4,1498069
380705.5,1498233
380641.5,1498424
380615.3,1498594
380591.2,1498776
380598.3,1498917
380633.5,1499065
380686.2,1499226
380738.4,1499498
380770.7,1499700
380796.1,1499842
380936.9,1500096
380982.5,1500128
381071.7,1500220
381180.2,1500287
381313.3,1500305
381408.4,1500276
381484.8,1500177
381519.9,1500050
381566.8,1499875
381623.5,1499751
381670.9,1499693
381776.5,1499626
381887.9,1499585
382081.7,1499609
382218.6,1499692
382317.6,1499815
382416.9,1500047
382497.1,1500294
382535.5,1500416
382596.9,1500587
382650.8,1500787
382667.5,1500918
382654.2,1501089
382620.2,1501223
382534.6,1501410
382303,1501637
382061.7,1501931
381915.9,1502202
381900.5,1502392
381917.3,1502522
382006.4,1502608
382143.1,1502645
382283.5,1502658
382362.7,1502683
382426.6,1502722
382487.7,1502786
,
380898.6,1486482
380886.7,1486494
380868.4,1486501
380836.1,1486508
380807.8,1486520
380779.8,1486540
380704.1,1486558
380645.8,1486594
380563.5,1486619
380490.2,1486680
380458.2,1486764
380458.6,1486839
380473.8,1486902
380492.6,1486970
380576.5,1487087
380626.4,1487134
380714.4,1487178
380793.5,1487206
380854.2,1487228
380903.1,1487235
380972.3,1487258
381071.2,1487286
381176.1,1487314
381278,1487330
381396.1,1487352
381660.3,1487329
381860.2,1487264
382041.5,1487168
382235.2,1487111
382420,1487046
382655.7,1487017
382897.3,1487045
383187,1487177
383349.8,1487253
383535.1,1487300
383671.6,1487324
383850.2,1487280
383982.8,1487177
384091.5,1487050
384138.8,1486951
384215.3,1486874
384370.7,1486760
384452.6,1486625
384456.3,1486518
384487.2,1486374
384468.2,1486257
384318.5,1486185
384187.2,1486150
383977.1,1486122
383519.2,1486114
383006.9,1486071
382561,1486107
382064.1,1486167
381883.7,1486222
381711.7,1486276
381475.9,1486309
381171.2,1486409
381020.6,1486444
380898.6,1486482
,
465716.1,1486846
465814.7,1486927
465975,1486983
466173.2,1487072
466323.7,1487224
466542.6,1487387
466721.6,1487754
466832.4,1487994
466890.3,1488324
466987.8,1488539
467006.6,1488783
467047,1489051
467020,1489226
467018,1489343
466969.6,1489566
466823.5,1489578
466631.9,1489509
466478.1,1489461
466255.1,1489399
466076.5,1489360
465852.3,1489318
465719.2,1489265
465527.7,1489238
465305.7,1489236
464974.4,1489132
464753.4,1489066
464485.8,1488910
464234.6,1488729
463907.4,1488593
463684.4,1488494
463423.5,1488409
463153.6,1488263
462927.2,1488133
462656.3,1487891
462485,1487630
462310.3,1487335
462160.6,1487083
461976.1,1486846
461795,1486566
461585.7,1486306
461505.4,1486201
461388.3,1486032
461312.4,1485955
461296.1,1485825
461404.1,1485711
461659.4,1485637
461926.8,1485593
462266.6,1485570
462575.3,1485593
462903.3,1485701
463119.9,1485796
463351.7,1485888
463596.5,1486005
463800.3,1486174
464067.8,1486320
464189.3,1486390
464465.3,1486453
464739.1,1486488
465173.4,1486552
465439.8,1486654
465586,1486788
465716.1,1486846
,
410635.8,1485892
410826.3,1485856
410969,1485796
411096.4,1485697
411274.6,1485588
411418.5,1485553
411608.8,1485537
411786.6,1485552
411971.6,1485561
412146.4,1485710
412251.7,1485781
412376.3,1485799
412617.6,1485798
412911.2,1485820
413175.5,1485860
413366,1485889
413579.3,1485886
413805.5,1485875
414008.9,1485840
414200.6,1485830
414448.4,1485798
414689.9,1485822
414900.1,1485898
415065.8,1485936
415202.4,1485980
415330.2,1486008
415372.4,1486013
415451.6,1486021
415677.8,1486030
415865.1,1486042
416062.3,1486067
416339.5,1486105
416584.3,1486133
416762.9,1486151
417045.6,1486231
417322.8,1486271
417529.8,1486316
417817,1486398
418150.8,1486511
418408.7,1486587
418631.9,1486668
418832.4,1486720
418968.8,1486782
419162.9,1486843
419331.8,1486884
419494.4,1486931
419647.1,1486975
419784.6,1486984
419927.4,1486965
419942.3,1486876
419946.7,1486850
419936.8,1486809
420054.2,1486943
420267.6,1487031
420513.6,1487082
420768.1,1487144
420981.6,1487189
421206.8,1487232
421470.9,1487293
421866.4,1487371
422098.2,1487428
422496.7,1487498
422827.1,1487538
423125.9,1487575
423336,1487610
423524.5,1487652
423874.5,1487759
424142,1487847
424329.5,1487932
424543.1,1488037
424768.7,1488186
424861,1488300
425017.3,1488481
425119.5,1488608
425237.8,1488742
425355.3,1488918
,
462754.3,1485263
462961.2,1485300
463101,1485367
463358.9,1485488
463583,1485590
463743.4,1485652
463991.4,1485774
464370.3,1485913
464510.2,1485980
464758.2,1486081
464917.4,1486164
465053.9,1486192
465102.7,1486202
465273.5,1486231
465527,1486329
465662.4,1486403
465715.5,1486419
465848.7,1486523
465945.3,1486583
466044.8,1486676
466059.1,1486691
466195.5,1486831
466347.2,1486976
466517.4,1487075
466686.2,1487152
466846.7,1487266
466972.3,1487401
466984.3,1487416
467094.9,1487568
467187.3,1487860
467269.8,1488123
467319.9,1488367
467389.4,1488582
467414.7,1488828
467427.8,1488957
467459.3,1489086
467484.4,1489192
467534.4,1489411
467595.4,1489738
467623.9,1490011
467663.3,1490373
467677.5,1490533
467698.5,1490773
467697.7,1491002
467716.2,1491188
467719.6,1491221
467736.3,1491590
467692.5,1492014
467698,1492172
467636.6,1492418
467616.3,1492631
467545,1492782
467494.3,1492892
,
447946,1491078
448338.1,1491236
448723.7,1491388
449063.8,1491516
449318.3,1491632
449592.3,1491692
449615.1,1491704
449805.6,1491801
450400.2,1491949
450527.9,1491958
450801.6,1491971
450976.1,1491959
451205.3,1491904
451418.2,1491831
451772,1491650
452084.2,1491398
452309.9,1491121
452663.2,1490756
452819.6,1490456
453159.8,1490033
453385.5,1489728
453624.1,1489441
453831.4,1489162
454079.8,1488760
454353.1,1488512
454611.5,1488284
454885.1,1488102
455509,1487765
455677.6,1487669
455859.3,1487554
456062.6,1487428
456276.8,1487294
456648.7,1487065
456855.3,1486938
457154.8,1486774
457641.5,1486539
457944.4,1486380
458450.8,1486212
458845.8,1486097
459293.5,1485928
459472,1485890
459580.3,1485855
460061.8,1485696
460157.1,1485661
460252.2,1485625
460532.5,1485550
460665.6,1485524
460833.3,1485490
460937.2,1485469
461239.1,1485362
461522.5,1485275
461706.6,1485237
461942.4,1485199
462196.8,1485167
462406.9,1485208
462566.1,1485230
462754.3,1485263
,
556146.9,1489200
556025.6,1489161
555924.1,1489104
555761.9,1489052
555555.2,1489001
555376.8,1488946
555182.1,1488888
554921.2,1488840
554691.9,1488827
554506.7,1488808
554322.8,1488800
554162.6,1488775
554003.6,1488737
553885.7,1488708
553793.8,1488662
553749.5,1488621
553659.9,1488526
553548.7,1488379
553463.5,1488198
553390.2,1488058
553304.8,1487959
553237.9,1487891
553174.1,1487832
553078.8,1487837
553049.6,1487838
552998.8,1487879
552934.7,1487933
552934.6,1487992
552906.3,1488072
552870.2,1488209
552825.7,1488358
552800.6,1488450
552771.1,1488609
552723.1,1488772
552688.1,1488841
552642.8,1488918
552598.2,1488984
552553.6,1489051
552499.5,1489102
552432.3,1489160
552378.1,1489190
552295.6,1489210
552192.8,1489234
552084.6,1489247
551944.9,1489262
551877.8,1489272
551797.8,1489272
551728.4,1489279
551607.2,1489290
551431.8,1489297
551275.9,1489312
551090.9,1489318
550922,1489325
550813.7,1489314
550692.5,1489298
550606.1,1489275
550504.4,1489243
550468.6,1489238
550410.2,1489221
550305.2,1489217
550160.2,1489229
550013,1489254
549820.1,1489326
549631.5,1489455
549431.1,1489628
549242.4,1489780
548899.9,1490032
548573.6,1490313
548324.2,1490513
547927.9,1490685
547488.2,1490765
547102.9,1490804
546650.4,1490865
546299.7,1490921
